location.x|location.y|location.z|vector.x|vector.y|vector.z|Route
-90.514|12.8256|9.4546|-0.9999|-0.0013|-0.0168|route2
-90.5093|9.3256|9.4546|-0.9999|-0.0013|-0.0168|route3
-90.5046|5.8256|9.4546|-0.9999|-0.0013|-0.0168|-
-85.5187|16.3323|9.5388|-0.9999|-0.0013|-0.0168|-
-85.514|12.8323|9.5388|-0.9999|-0.0013|-0.0168|-
-85.5093|9.3323|9.5388|-0.9999|-0.0013|-0.0168|-
-85.5046|5.8323|9.5388|-0.9999|-0.0013|-0.0168|-
-80.5187|16.339|9.6231|-0.9999|-0.0013|-0.0169|route1
-80.514|12.839|9.6231|-0.9999|-0.0013|-0.0169|route2
-80.5093|9.339|9.6231|-0.9999|-0.0013|-0.0169|route3
-80.5046|5.839|9.6231|-0.9999|-0.0013|-0.0169|-
-75.5187|16.3457|9.7076|-0.9999|-0.0013|-0.0169|-
-75.514|12.8457|9.7076|-0.9999|-0.0013|-0.0169|-
-75.5093|9.3458|9.7076|-0.9999|-0.0013|-0.0169|-
-75.5046|5.8458|9.7076|-0.9999|-0.0013|-0.0169|-
-70.5187|16.3524|9.7923|-0.9999|-0.0013|-0.017|route1
-70.514|12.8525|9.7923|-0.9999|-0.0013|-0.017|route2
-70.5093|9.3525|9.7923|-0.9999|-0.0013|-0.017|route3
-70.5046|5.8525|9.7923|-0.9999|-0.0013|-0.017|-
303.2468|-172.4305|0.1959|-1.0|-0.0057|-0.0|-
308.2467|-172.4021|0.1959|-1.0|-0.0057|-0.0|-
313.2466|-172.3736|0.1959|-1.0|-0.0057|-0.0|-
318.2465|-172.3452|0.1959|-1.0|-0.0057|-0.0|-
107.3578|-2.9345|10.7576|-0.8331|0.5529|0.0147|-
111.0586|-5.6149|10.6711|-0.7851|0.6191|0.0199|-
114.5282|-8.5886|10.5584|-0.7318|0.681|0.0251|-
117.7433|-11.8357|10.4197|-0.6737|0.7384|0.0303|-
120.6826|-15.3344|10.2549|-0.611|0.7908|0.0356|-
123.3263|-19.0615|10.064|-0.5443|0.8379|0.0408|-
125.6569|-22.9921|9.847|-0.4739|0.8794|0.046|-
127.6587|-27.0998|9.604|-0.4005|0.9149|0.0512|-
129.3184|-31.3573|9.3349|-0.3243|0.9443|0.0564|-
130.6249|-35.7361|9.0398|-0.2461|0.9673|0.0616|-
131.5695|-40.2069|8.7185|-0.1662|0.9838|0.0668|-
132.1458|-44.74|8.3712|-0.0853|0.9938|0.072|-
132.35|-49.3035|7.9978|-0.0036|0.997|0.0772|-
132.1749|-53.8578|7.5984|0.0801|0.9934|0.0824|-
131.6182|-58.3814|7.1729|0.1631|0.9827|0.0876|-
130.6841|-62.8423|6.7213|0.2448|0.9651|0.0928|-
129.3789|-67.2091|6.2437|0.3248|0.9408|0.0975|-
127.712|-71.451|5.7556|0.4026|0.9102|0.0975|-
125.6951|-75.5382|5.2676|0.4775|0.8732|0.0975|-
123.3425|-79.4417|4.7795|0.5491|0.8301|0.0975|-
120.6706|-83.134|4.2914|0.6168|0.7811|0.0975|-
117.6983|-86.5892|3.8147|0.6805|0.7269|0.0924|-
114.4467|-89.7828|3.366|0.7394|0.6676|0.0868|-
110.9385|-92.6923|2.9453|0.7932|0.6035|0.0812|-
107.1987|-95.2973|2.5528|0.8414|0.5351|0.0756|-
103.2534|-97.5793|2.1882|0.8837|0.4628|0.07|-
99.1307|-99.5223|1.8518|0.9198|0.3871|0.0644|-
94.8594|-101.1126|1.5434|0.9493|0.3087|0.0588|-
90.4698|-102.3389|1.2631|0.9722|0.2281|0.0532|-
85.9928|-103.1926|1.0108|0.9882|0.1457|0.0476|-
81.4599|-103.6676|0.7867|0.9972|0.0623|0.042|-
76.8087|-103.7692|0.5906|0.9993|-0.0036|0.0364|-
71.8087|-103.7512|0.4225|0.9995|-0.0036|0.0308|-
66.9899|-103.7021|0.2825|0.999|-0.038|0.0252|-
62.4506|-103.3367|0.1706|0.9923|-0.1224|0.0196|-
57.9584|-102.5885|0.0868|0.9785|-0.2059|0.014|-
53.5456|-101.4631|0.031|0.9576|-0.2879|0.0083|-
49.2439|-99.9685|0.0033|0.9299|-0.3679|0.0027|-
45.084|-98.1153|0.0|0.8954|-0.4452|-0.0|-
41.0957|-95.9169|0.0|0.8545|-0.5194|-0.0|-
37.3077|-93.389|0.0|0.8075|-0.5898|-0.0|-
33.7471|-90.5498|0.0|0.7548|-0.656|-0.0|-
30.4394|-87.4195|0.0|0.6966|-0.7175|-0.0|-
27.4084|-84.0207|0.0|0.6334|-0.7738|-0.0|-
248.6912|-364.2302|0.0|1.0|-0.0052|0.0|-
248.6731|-367.7302|0.0|1.0|-0.0052|0.0|route3
248.6551|-371.2301|0.0|1.0|-0.0052|0.0|route2
248.6371|-374.7301|0.0|1.0|-0.0052|0.0|route1
248.5829|-385.2299|0.0|-1.0|0.0052|-0.0|-
248.5649|-388.7299|0.0|-1.0|0.0052|-0.0|-
248.5469|-392.2298|0.0|-1.0|0.0052|-0.0|-
248.5288|-395.7298|0.0|-1.0|0.0052|-0.0|-
253.3507|-364.2235|0.0|0.9999|0.0165|0.0|-
253.4083|-367.7231|0.0|0.9999|0.0165|0.0|route3
253.4659|-371.2226|0.0|0.9999|0.0165|0.0|route2
253.5235|-374.7221|0.0|0.9999|0.0165|0.0|route1
253.6963|-385.2207|0.0|-0.9999|-0.0165|-0.0|-
253.7538|-388.7202|0.0|-0.9999|-0.0165|-0.0|-
253.8114|-392.2197|0.0|-0.9999|-0.0165|-0.0|-
253.869|-395.7193|0.0|-0.9999|-0.0165|-0.0|-
257.813|-364.0742|0.0|0.9987|0.0504|0.0|-
257.9894|-367.5698|0.0|0.9987|0.0504|0.0|route3
258.1658|-371.0653|0.0|0.9987|0.0504|0.0|route2
258.3422|-374.5609|0.0|0.9987|0.0504|0.0|route1
258.8714|-385.0475|0.0|-0.9987|-0.0504|-0.0|-
259.0478|-388.5431|0.0|-0.9987|-0.0504|-0.0|-
259.2242|-392.0386|0.0|-0.9987|-0.0504|-0.0|-
259.4006|-395.5342|0.0|-0.9987|-0.0504|-0.0|-
262.2677|-363.7735|0.0|0.9964|0.0843|0.0|-
262.5627|-367.261|0.0|0.9964|0.0843|0.0|route3
262.8577|-370.7486|0.0|0.9964|0.0843|0.0|route2
263.1527|-374.2361|0.0|0.9964|0.0843|0.0|route1
264.0378|-384.6988|0.0|-0.9964|-0.0843|-0.0|-
264.3328|-388.1863|0.0|-0.9964|-0.0843|-0.0|-
264.6278|-391.6739|0.0|-0.9964|-0.0843|-0.0|-
264.9228|-395.1614|0.0|-0.9964|-0.0843|-0.0|-
266.7096|-363.3217|0.0|0.993|0.1181|0.0|-
267.1229|-366.7972|0.0|0.993|0.1181|0.0|route3
267.5362|-370.2727|0.0|0.993|0.1181|0.0|route2
267.9494|-373.7482|0.0|0.993|0.1181|0.0|route1
269.1892|-384.1747|0.0|-0.993|-0.1181|-0.0|-
269.6025|-387.6503|0.0|-0.993|-0.1181|-0.0|-
270.0158|-391.1258|0.0|-0.993|-0.1181|-0.0|-
270.429|-394.6013|0.0|-0.993|-0.1181|-0.0|-
271.1336|-362.7193|0.0|0.9884|0.1517|0.0|-
271.6647|-366.1788|0.0|0.9884|0.1517|0.0|route3
272.1957|-369.6382|0.0|0.9884|0.1517|0.0|route2
272.7268|-373.0977|0.0|0.9884|0.1517|0.0|route1
274.3199|-383.4761|0.0|-0.9884|-0.1517|-0.0|-
274.851|-386.9356|0.0|-0.9884|-0.1517|-0.0|-
275.382|-390.3951|0.0|-0.9884|-0.1517|-0.0|-
275.9131|-393.8546|0.0|-0.9884|-0.1517|-0.0|-
275.5346|-361.967|0.0|0.9827|0.1852|0.0|-
276.1828|-365.4064|0.0|0.9827|0.1852|0.0|route3
276.8311|-368.8459|0.0|0.9827|0.1852|0.0|route2
277.4793|-372.2853|0.0|0.9827|0.1852|0.0|route1
279.424|-382.6037|0.0|-0.9827|-0.1852|-0.0|-
280.0722|-386.0431|0.0|-0.9827|-0.1852|-0.0|-
280.7204|-389.4825|0.0|-0.9827|-0.1852|-0.0|-
281.3687|-392.922|0.0|-0.9827|-0.1852|-0.0|-
279.9075|-361.0657|0.0|0.9758|0.2185|0.0|-
280.6722|-364.4811|0.0|0.9758|0.2185|0.0|route3
281.4369|-367.8966|0.0|0.9758|0.2185|0.0|route2
282.2015|-371.312|0.0|0.9758|0.2185|0.0|route1
284.4955|-381.5584|0.0|-0.9758|-0.2185|-0.0|-
285.2601|-384.9738|0.0|-0.9758|-0.2185|-0.0|-
286.0248|-388.3893|0.0|-0.9758|-0.2185|-0.0|-
286.7894|-391.8047|0.0|-0.9758|-0.2185|-0.0|-
284.2473|-360.0164|0.0|0.9679|0.2515|0.0|-
285.1275|-363.4039|0.0|0.9679|0.2515|0.0|route3
286.0077|-366.7914|0.0|0.9679|0.2515|0.0|route2
286.8879|-370.1789|0.0|0.9679|0.2515|0.0|route1
289.5285|-380.3414|0.0|-0.9679|-0.2515|-0.0|-
290.4087|-383.7289|0.0|-0.9679|-0.2515|-0.0|-
291.2889|-387.1165|0.0|-0.9679|-0.2515|-0.0|-
292.1691|-390.504|0.0|-0.9679|-0.2515|-0.0|-
288.549|-358.8203|0.0|0.9588|0.2842|0.0|-
289.5437|-362.176|0.0|0.9588|0.2842|0.0|route3
290.5384|-365.5316|0.0|0.9588|0.2842|0.0|route2
291.5331|-368.8873|0.0|0.9588|0.2842|0.0|route1
294.5173|-378.9543|0.0|-0.9588|-0.2842|-0.0|-
295.512|-382.31|0.0|-0.9588|-0.2842|-0.0|-
296.5068|-385.6656|0.0|-0.9588|-0.2842|-0.0|-
297.5015|-389.0213|0.0|-0.9588|-0.2842|-0.0|-
292.8075|-357.4789|0.0|0.9486|0.3166|0.0|-
293.9156|-360.7988|0.0|0.9486|0.3166|0.0|route3
295.0237|-364.1188|0.0|0.9486|0.3166|0.0|route2
296.1318|-367.4387|0.0|0.9486|0.3166|0.0|route1
299.4561|-377.3986|0.0|-0.9486|-0.3166|-0.0|-
300.5642|-380.7185|0.0|-0.9486|-0.3166|-0.0|-
301.6723|-384.0385|0.0|-0.9486|-0.3166|-0.0|-
302.7805|-387.3584|0.0|-0.9486|-0.3166|-0.0|-
297.018|-355.9936|0.0|0.9373|0.3486|0.0|-
298.2382|-359.274|0.0|0.9373|0.3486|0.0|route3
299.4584|-362.5544|0.0|0.9373|0.3486|0.0|route2
300.6786|-365.8348|0.0|0.9373|0.3486|0.0|route1
304.3393|-375.676|0.0|-0.9373|-0.3486|-0.0|-
305.5595|-378.9565|0.0|-0.9373|-0.3486|-0.0|-
306.7797|-382.2368|0.0|-0.9373|-0.3486|-0.0|-
307.9999|-385.5172|0.0|-0.9373|-0.3486|-0.0|-
301.1757|-354.3661|0.0|0.9249|0.3803|0.0|-
302.5066|-357.6032|0.0|0.9249|0.3803|0.0|route3
303.8375|-360.8403|0.0|0.9249|0.3803|0.0|route2
305.1684|-364.0774|0.0|0.9249|0.3803|0.0|route1
309.1611|-373.7886|0.0|-0.9249|-0.3803|-0.0|-
310.492|-377.0257|0.0|-0.9249|-0.3803|-0.0|-
311.8229|-380.2628|0.0|-0.9249|-0.3803|-0.0|-
313.1539|-383.4998|0.0|-0.9249|-0.3803|-0.0|-
305.2757|-352.5984|0.0|0.9114|0.4114|0.0|-
306.7158|-355.7885|0.0|0.9114|0.4114|0.0|route3
308.1559|-358.9785|0.0|0.9114|0.4114|0.0|route2
309.5959|-362.1685|0.0|0.9114|0.4114|0.0|route1
313.9161|-371.7386|0.0|-0.9114|-0.4114|-0.0|-
315.3562|-374.9286|0.0|-0.9114|-0.4114|-0.0|-
316.7963|-378.1186|0.0|-0.9114|-0.4114|-0.0|-
318.2363|-381.3086|0.0|-0.9114|-0.4114|-0.0|-
309.3133|-350.6926|0.0|0.8969|0.4422|0.0|-
310.8608|-353.8318|0.0|0.8969|0.4422|0.0|route3
312.4084|-356.9711|0.0|0.8969|0.4422|0.0|route2
313.956|-360.1104|0.0|0.8969|0.4422|0.0|route1
318.5987|-369.5282|0.0|-0.8969|-0.4422|-0.0|-
320.1462|-372.6675|0.0|-0.8969|-0.4422|-0.0|-
321.6938|-375.8068|0.0|-0.8969|-0.4422|-0.0|-
323.2414|-378.946|0.0|-0.8969|-0.4422|-0.0|-
313.2839|-348.6507|0.0|0.8814|0.4724|0.0|-
314.9371|-351.7356|0.0|0.8814|0.4724|0.0|route3
316.5904|-354.8205|0.0|0.8814|0.4724|0.0|route2
318.2437|-357.9054|0.0|0.8814|0.4724|0.0|route1
323.2036|-367.1601|0.0|-0.8814|-0.4724|-0.0|-
324.8568|-370.245|0.0|-0.8814|-0.4724|-0.0|-
326.5101|-373.3299|0.0|-0.8814|-0.4724|-0.0|-
328.1634|-376.4149|0.0|-0.8814|-0.4724|-0.0|-
317.1828|-346.4751|0.0|0.8649|0.502|0.0|-
318.9399|-349.5021|0.0|0.8649|0.502|0.0|route3
320.697|-352.5291|0.0|0.8649|0.502|0.0|route2
322.4541|-355.5561|0.0|0.8649|0.502|0.0|route1
327.7253|-364.6371|0.0|-0.8649|-0.502|-0.0|-
329.4824|-367.664|0.0|-0.8649|-0.502|-0.0|-
331.2395|-370.691|0.0|-0.8649|-0.502|-0.0|-
332.9966|-373.718|0.0|-0.8649|-0.502|-0.0|-
321.0056|-344.1684|0.0|0.8473|0.5311|0.0|-
322.8645|-347.134|0.0|0.8473|0.5311|0.0|route3
324.7233|-350.0995|0.0|0.8473|0.5311|0.0|route2
326.5822|-353.0651|0.0|0.8473|0.5311|0.0|route1
332.1588|-361.9619|0.0|-0.8473|-0.5311|-0.0|-
334.0177|-364.9274|0.0|-0.8473|-0.5311|-0.0|-
335.8765|-367.893|0.0|-0.8473|-0.5311|-0.0|-
337.7354|-370.8586|0.0|-0.8473|-0.5311|-0.0|-
324.7479|-341.7332|0.0|0.8288|0.5596|0.0|-
326.7064|-344.634|0.0|0.8288|0.5596|0.0|route3
328.6649|-347.5347|0.0|0.8288|0.5596|0.0|route2
330.6234|-350.4354|0.0|0.8288|0.5596|0.0|route1
336.4989|-359.1376|0.0|-0.8288|-0.5596|-0.0|-
338.4574|-362.0384|0.0|-0.8288|-0.5596|-0.0|-
340.4159|-364.9391|0.0|-0.8288|-0.5596|-0.0|-
342.3744|-367.8398|0.0|-0.8288|-0.5596|-0.0|-
328.4052|-339.1723|0.0|0.8093|0.5874|0.0|-
330.4611|-342.0049|0.0|0.8093|0.5874|0.0|route3
332.517|-344.8374|0.0|0.8093|0.5874|0.0|route2
334.5729|-347.67|0.0|0.8093|0.5874|0.0|route1
340.7405|-356.1677|0.0|-0.8093|-0.5874|-0.0|-
342.7964|-359.0002|0.0|-0.8093|-0.5874|-0.0|-
344.8523|-361.8328|0.0|-0.8093|-0.5874|-0.0|-
346.9082|-364.6653|0.0|-0.8093|-0.5874|-0.0|-
331.9736|-336.4887|0.0|0.7889|0.6145|0.0|-
334.1245|-339.2498|0.0|0.7889|0.6145|0.0|route3
336.2754|-342.011|0.0|0.7889|0.6145|0.0|route2
338.4263|-344.7721|0.0|0.7889|0.6145|0.0|route1
344.8789|-353.0554|0.0|-0.7889|-0.6145|-0.0|-
347.0298|-355.8165|0.0|-0.7889|-0.6145|-0.0|-
349.1807|-358.5776|0.0|-0.7889|-0.6145|-0.0|-
351.3316|-361.3387|0.0|-0.7889|-0.6145|-0.0|-
335.4487|-333.6855|0.0|0.7676|0.641|0.0|-
337.6921|-336.372|0.0|0.7676|0.641|0.0|route3
339.9355|-339.0585|0.0|0.7676|0.641|0.0|route2
342.179|-341.7449|0.0|0.7676|0.641|0.0|route1
348.9092|-349.8044|0.0|-0.7676|-0.641|-0.0|-
351.1526|-352.4908|0.0|-0.7676|-0.641|-0.0|-
353.396|-355.1773|0.0|-0.7676|-0.641|-0.0|-
355.6394|-357.8638|0.0|-0.7676|-0.641|-0.0|-
338.8267|-330.7659|0.0|0.7454|0.6667|0.0|-
341.16|-333.3746|0.0|0.7454|0.6667|0.0|route3
343.4934|-335.9834|0.0|0.7454|0.6667|0.0|route2
345.8267|-338.5921|0.0|0.7454|0.6667|0.0|route1
352.8267|-346.4183|0.0|-0.7454|-0.6667|-0.0|-
355.1601|-349.0271|0.0|-0.7454|-0.6667|-0.0|-
357.4934|-351.6358|0.0|-0.7454|-0.6667|-0.0|-
359.8268|-354.2445|0.0|-0.7454|-0.6667|-0.0|-
342.1035|-327.7332|0.0|0.7223|0.6916|0.0|-
344.5241|-330.2613|0.0|0.7223|0.6916|0.0|route3
346.9447|-332.7892|0.0|0.7223|0.6916|0.0|route2
349.3653|-335.3172|0.0|0.7223|0.6916|0.0|route1
356.627|-342.9012|0.0|-0.7223|-0.6916|-0.0|-
359.0476|-345.4292|0.0|-0.7223|-0.6916|-0.0|-
361.4682|-347.9572|0.0|-0.7223|-0.6916|-0.0|-
363.8888|-350.4852|0.0|-0.7223|-0.6916|-0.0|-
345.2755|-324.5911|0.0|0.6984|0.7157|0.0|-
347.7805|-327.0354|0.0|0.6984|0.7157|0.0|route3
350.2856|-329.4797|0.0|0.6984|0.7157|0.0|route2
352.7906|-331.9241|0.0|0.6984|0.7157|0.0|route1
360.3058|-339.2571|0.0|-0.6984|-0.7157|-0.0|-
362.8108|-341.7014|0.0|-0.6984|-0.7157|-0.0|-
365.3158|-344.1458|0.0|-0.6984|-0.7157|-0.0|-
367.8209|-346.5901|0.0|-0.6984|-0.7157|-0.0|-
348.339|-321.343|0.0|0.6737|0.739|0.0|-
350.9256|-323.7008|0.0|0.6737|0.739|0.0|route3
353.5121|-326.0587|0.0|0.6737|0.739|0.0|route2
356.0988|-328.4166|0.0|0.6737|0.739|0.0|route1
363.8586|-335.4901|0.0|-0.6737|-0.739|-0.0|-
366.4452|-337.848|0.0|-0.6737|-0.739|-0.0|-
369.0318|-340.2059|0.0|-0.6737|-0.739|-0.0|-
371.6183|-342.5637|0.0|-0.6737|-0.739|-0.0|-
351.2903|-317.9927|0.0|0.6482|0.7615|0.0|-
353.9555|-320.2614|0.0|0.6482|0.7615|0.0|route3
356.6207|-322.5301|0.0|0.6482|0.7615|0.0|route2
359.2859|-324.7987|0.0|0.6482|0.7615|0.0|route1
367.2814|-331.6047|0.0|-0.6482|-0.7615|-0.0|-
369.9466|-333.8734|0.0|-0.6482|-0.7615|-0.0|-
372.6118|-336.142|0.0|-0.6482|-0.7615|-0.0|-
375.2769|-338.4107|0.0|-0.6482|-0.7615|-0.0|-
354.1262|-314.5442|0.0|0.622|0.7831|0.0|-
356.8669|-316.7211|0.0|0.622|0.7831|0.0|route3
359.6076|-318.8979|0.0|0.622|0.7831|0.0|route2
362.3483|-321.0748|0.0|0.622|0.7831|0.0|route1
370.5703|-327.6053|0.0|-0.622|-0.7831|-0.0|-
373.311|-329.7821|0.0|-0.622|-0.7831|-0.0|-
376.0517|-331.959|0.0|-0.622|-0.7831|-0.0|-
378.7924|-334.1358|0.0|-0.622|-0.7831|-0.0|-
356.8434|-311.0014|0.0|0.595|0.8037|0.0|-
359.6564|-313.0839|0.0|0.595|0.8037|0.0|route3
362.4695|-315.1664|0.0|0.595|0.8037|0.0|route2
365.2825|-317.2489|0.0|0.595|0.8037|0.0|route1
373.7216|-323.4965|0.0|-0.595|-0.8037|-0.0|-
376.5346|-325.579|0.0|-0.595|-0.8037|-0.0|-
379.3476|-327.6615|0.0|-0.595|-0.8037|-0.0|-
382.1606|-329.744|0.0|-0.595|-0.8037|-0.0|-
359.4387|-307.3683|0.0|0.5674|0.8235|0.0|-
362.3208|-309.3541|0.0|0.5674|0.8235|0.0|route3
365.2029|-311.3399|0.0|0.5674|0.8235|0.0|route2
368.0851|-313.3257|0.0|0.5674|0.8235|0.0|route1
376.7314|-319.2831|0.0|-0.5674|-0.8235|-0.0|-
379.6136|-321.2689|0.0|-0.5674|-0.8235|-0.0|-
382.4957|-323.2546|0.0|-0.5674|-0.8235|-0.0|-
385.3778|-325.2404|0.0|-0.5674|-0.8235|-0.0|-
361.9091|-303.6492|0.0|0.5391|0.8423|0.0|-
364.8569|-305.5359|0.0|0.5391|0.8423|0.0|route3
367.8048|-307.4227|0.0|0.5391|0.8423|0.0|route2
370.7527|-309.3095|0.0|0.5391|0.8423|0.0|route1
379.5964|-314.9698|0.0|-0.5391|-0.8423|-0.0|-
382.5443|-316.8566|0.0|-0.5391|-0.8423|-0.0|-
385.4922|-318.7433|0.0|-0.5391|-0.8423|-0.0|-
388.4401|-320.6301|0.0|-0.5391|-0.8423|-0.0|-
364.2518|-299.8483|0.0|0.5102|0.8601|0.0|-
367.2621|-301.6339|0.0|0.5102|0.8601|0.0|route3
370.2723|-303.4195|0.0|0.5102|0.8601|0.0|route2
373.2826|-305.205|0.0|0.5102|0.8601|0.0|route1
382.3134|-310.5618|0.0|-0.5102|-0.8601|-0.0|-
385.3237|-312.3474|0.0|-0.5102|-0.8601|-0.0|-
388.3339|-314.1329|0.0|-0.5102|-0.8601|-0.0|-
391.3442|-315.9185|0.0|-0.5102|-0.8601|-0.0|-
366.464|-295.9701|0.0|0.4807|0.8769|0.0|-
369.5332|-297.6524|0.0|0.4807|0.8769|0.0|route3
372.6024|-299.3347|0.0|0.4807|0.8769|0.0|route2
375.6715|-301.0171|0.0|0.4807|0.8769|0.0|route1
384.879|-306.0641|0.0|-0.4807|-0.8769|-0.0|-
387.9482|-307.7464|0.0|-0.4807|-0.8769|-0.0|-
391.0174|-309.4287|0.0|-0.4807|-0.8769|-0.0|-
394.0865|-311.111|0.0|-0.4807|-0.8769|-0.0|-
368.5433|-292.019|0.0|0.4506|0.8927|0.0|-
371.6678|-293.5961|0.0|0.4506|0.8927|0.0|route3
374.7923|-295.1732|0.0|0.4506|0.8927|0.0|route2
377.9169|-296.7504|0.0|0.4506|0.8927|0.0|route1
387.2904|-301.4818|0.0|-0.4506|-0.8927|-0.0|-
390.415|-303.0589|0.0|-0.4506|-0.8927|-0.0|-
393.5395|-304.636|0.0|-0.4506|-0.8927|-0.0|-
396.664|-306.2131|0.0|-0.4506|-0.8927|-0.0|-
370.4872|-287.9995|0.0|0.42|0.9075|0.0|-
373.6635|-289.4696|0.0|0.42|0.9075|0.0|route3
376.8398|-290.9398|0.0|0.42|0.9075|0.0|route2
380.0161|-292.4099|0.0|0.42|0.9075|0.0|route1
389.5449|-296.8202|0.0|-0.42|-0.9075|-0.0|-
392.7212|-298.2903|0.0|-0.42|-0.9075|-0.0|-
395.8975|-299.7604|0.0|-0.42|-0.9075|-0.0|-
399.0738|-301.2305|0.0|-0.42|-0.9075|-0.0|-
372.2935|-283.9164|0.0|0.389|0.9212|0.0|-
375.5179|-285.2778|0.0|0.389|0.9212|0.0|route3
378.7423|-286.6392|0.0|0.389|0.9212|0.0|route2
381.9666|-288.0006|0.0|0.389|0.9212|0.0|route1
391.6398|-292.0848|0.0|-0.389|-0.9212|-0.0|-
394.8641|-293.4462|0.0|-0.389|-0.9212|-0.0|-
398.0885|-294.8076|0.0|-0.389|-0.9212|-0.0|-
401.3129|-296.169|0.0|-0.389|-0.9212|-0.0|-
373.9601|-279.7743|0.0|0.3575|0.9339|0.0|-
377.2289|-281.0254|0.0|0.3575|0.9339|0.0|route3
380.4976|-282.2765|0.0|0.3575|0.9339|0.0|route2
383.7664|-283.5276|0.0|0.3575|0.9339|0.0|route1
393.5726|-287.281|0.0|-0.3575|-0.9339|-0.0|-
396.8413|-288.5321|0.0|-0.3575|-0.9339|-0.0|-
400.1101|-289.7832|0.0|-0.3575|-0.9339|-0.0|-
403.3788|-291.0344|0.0|-0.3575|-0.9339|-0.0|-
375.4851|-275.5779|0.0|0.3255|0.9455|0.0|-
378.7944|-276.7173|0.0|0.3255|0.9455|0.0|route3
382.1038|-277.8567|0.0|0.3255|0.9455|0.0|route2
385.4131|-278.9961|0.0|0.3255|0.9455|0.0|route1
395.3412|-282.4143|0.0|-0.3255|-0.9455|-0.0|-
398.6505|-283.5537|0.0|-0.3255|-0.9455|-0.0|-
401.9598|-284.6931|0.0|-0.3255|-0.9455|-0.0|-
405.2692|-285.8325|0.0|-0.3255|-0.9455|-0.0|-
376.8666|-271.3322|0.0|0.2932|0.956|0.0|-
380.2128|-272.3586|0.0|0.2932|0.956|0.0|route3
383.5589|-273.385|0.0|0.2932|0.956|0.0|route2
386.905|-274.4113|0.0|0.2932|0.956|0.0|route1
396.9434|-277.4904|0.0|-0.2932|-0.956|-0.0|-
400.2896|-278.5168|0.0|-0.2932|-0.956|-0.0|-
403.6357|-279.5431|0.0|-0.2932|-0.956|-0.0|-
406.9818|-280.5695|0.0|-0.2932|-0.956|-0.0|-
378.1032|-267.0421|0.0|0.2606|0.9654|0.0|-
381.4823|-267.9542|0.0|0.2606|0.9654|0.0|route3
384.8614|-268.8664|0.0|0.2606|0.9654|0.0|route2
388.2404|-269.7785|0.0|0.2606|0.9654|0.0|route1
398.3776|-272.5149|0.0|-0.2606|-0.9654|-0.0|-
401.7566|-273.427|0.0|-0.2606|-0.9654|-0.0|-
405.1357|-274.3391|0.0|-0.2606|-0.9654|-0.0|-
408.5147|-275.2513|0.0|-0.2606|-0.9654|-0.0|-
379.1935|-262.7124|0.0|0.2277|0.9737|0.0|-
382.6015|-263.5093|0.0|0.2277|0.9737|0.0|route3
386.0096|-264.3062|0.0|0.2277|0.9737|0.0|route2
389.4177|-265.103|0.0|0.2277|0.9737|0.0|route1
399.6419|-267.4936|0.0|-0.2277|-0.9737|-0.0|-
403.05|-268.2904|0.0|-0.2277|-0.9737|-0.0|-
406.4581|-269.0873|0.0|-0.2277|-0.9737|-0.0|-
409.8662|-269.8842|0.0|-0.2277|-0.9737|-0.0|-
380.136|-258.3482|0.0|0.1945|0.9809|0.0|-
383.5692|-259.0289|0.0|0.1945|0.9809|0.0|route3
387.0024|-259.7095|0.0|0.1945|0.9809|0.0|route2
390.4355|-260.3902|0.0|0.1945|0.9809|0.0|route1
400.7351|-262.4322|0.0|-0.1945|-0.9809|-0.0|-
404.1682|-263.1129|0.0|-0.1945|-0.9809|-0.0|-
407.6014|-263.7935|0.0|-0.1945|-0.9809|-0.0|-
411.0346|-264.4742|0.0|-0.1945|-0.9809|-0.0|-
380.9298|-253.9545|0.0|0.1611|0.9869|0.0|-
384.3841|-254.5182|0.0|0.1611|0.9869|0.0|route3
387.8384|-255.0819|0.0|0.1611|0.9869|0.0|route2
391.2928|-255.6456|0.0|0.1611|0.9869|0.0|route1
401.6557|-257.3366|0.0|-0.1611|-0.9869|-0.0|-
405.11|-257.9003|0.0|-0.1611|-0.9869|-0.0|-
408.5643|-258.464|0.0|-0.1611|-0.9869|-0.0|-
412.0186|-259.0276|0.0|-0.1611|-0.9869|-0.0|-
381.5739|-249.5364|0.0|0.1274|0.9918|0.0|-
385.0454|-249.9824|0.0|0.1274|0.9918|0.0|route3
388.5169|-250.4285|0.0|0.1274|0.9918|0.0|route2
391.9883|-250.8745|0.0|0.1274|0.9918|0.0|route1
402.4027|-252.2127|0.0|-0.1274|-0.9918|-0.0|-
405.8742|-252.6588|0.0|-0.1274|-0.9918|-0.0|-
409.3456|-253.1048|0.0|-0.1274|-0.9918|-0.0|-
412.8171|-253.5509|0.0|-0.1274|-0.9918|-0.0|-
382.0677|-245.0989|0.0|0.0937|0.9956|0.0|-
385.5523|-245.4268|0.0|0.0937|0.9956|0.0|route3
389.0369|-245.7547|0.0|0.0937|0.9956|0.0|route2
392.5215|-246.0827|0.0|0.0937|0.9956|0.0|route1
402.9753|-247.0664|0.0|-0.0937|-0.9956|-0.0|-
406.4599|-247.3943|0.0|-0.0937|-0.9956|-0.0|-
409.9445|-247.7222|0.0|-0.0937|-0.9956|-0.0|-
413.4291|-248.0501|0.0|-0.0937|-0.9956|-0.0|-
