location.x|location.y|location.z|vector.x|vector.y|vector.z|Route
314.5877|-180.2978|0.0043|0.0089|-1.0|-0.0|-
313.1717|-174.6727|0.0165|0.4811|-0.8762|-0.0282|-
309.1131|-170.4418|0.1959|0.8599|-0.5105|-0.0|-
303.4385|-168.9294|0.1959|1.0|0.0057|-0.0|-
356.2125|-168.629|0.1959|1.0|0.0057|0.0|-
356.2324|-172.1289|0.1959|-1.0|-0.0057|-0.0|-
361.2124|-168.6005|0.1959|1.0|0.0057|0.0|-
361.2323|-172.1005|0.1959|-1.0|-0.0057|-0.0|-
366.2123|-168.5721|0.1959|1.0|0.0057|0.0|-
366.2322|-172.072|0.1959|-1.0|-0.0057|-0.0|-
371.2122|-168.5436|0.1959|1.0|0.0057|0.0|-
371.2321|-172.0436|0.1959|-1.0|-0.0057|-0.0|-
202.9407|-359.2732|0.0196|-0.0229|0.9997|0.0|-
206.4398|-359.1929|0.0196|0.0229|-0.9997|-0.0|-
202.826|-354.2745|0.0196|-0.0229|0.9997|0.0|-
206.3251|-354.1942|0.0196|0.0229|-0.9997|-0.0|-
202.7113|-349.2758|0.0196|-0.0229|0.9997|0.0|-
206.2104|-349.1956|0.0196|0.0229|-0.9997|-0.0|-
202.5966|-344.2771|0.0196|-0.0229|0.9997|0.0|-
206.0957|-344.1969|0.0196|0.0229|-0.9997|-0.0|-
202.4819|-339.2784|0.0196|-0.0229|0.9997|0.0|-
205.981|-339.1982|0.0196|0.0229|-0.9997|-0.0|-
202.3673|-334.2798|0.0196|-0.0229|0.9997|0.0|-
205.8663|-334.1995|0.0196|0.0229|-0.9997|-0.0|-
202.2526|-329.2811|0.0196|-0.0229|0.9997|0.0|-
205.7516|-329.2008|0.0196|0.0229|-0.9997|-0.0|-
202.1379|-324.2824|0.0196|-0.0229|0.9997|0.0|-
205.6369|-324.2021|0.0196|0.0229|-0.9997|-0.0|-
202.0232|-319.2837|0.0196|-0.0229|0.9997|0.0|-
205.5223|-319.2035|0.0196|0.0229|-0.9997|-0.0|-
310.9175|-161.2276|0.0043|-0.0089|1.0|-0.0|-
309.9482|-165.1443|0.0464|0.4912|0.8695|-0.0517|-
307.1215|-167.9743|0.1959|0.8711|0.4912|-0.0|-
201.5546|-298.8639|0.0196|-0.0229|0.9997|0.0|-
205.0537|-298.7836|0.0196|0.0229|-0.9997|-0.0|-
201.4399|-293.8652|0.0196|-0.0229|0.9997|0.0|-
204.939|-293.7849|0.0196|0.0229|-0.9997|-0.0|-
201.3253|-288.8665|0.0196|-0.0229|0.9997|0.0|-
204.8243|-288.7862|0.0196|0.0229|-0.9997|-0.0|-
201.2106|-283.8678|0.0196|-0.0229|0.9997|0.0|-
204.7096|-283.7875|0.0196|0.0229|-0.9997|-0.0|-
201.0959|-278.8691|0.0196|-0.0229|0.9997|0.0|-
204.5949|-278.7888|0.0196|0.0229|-0.9997|-0.0|-
200.9812|-273.8705|0.0196|-0.0229|0.9997|0.0|-
204.4803|-273.7902|0.0196|0.0229|-0.9997|-0.0|-
200.8665|-268.8718|0.0196|-0.0229|0.9997|0.0|-
204.3656|-268.7915|0.0196|0.0229|-0.9997|-0.0|-
200.7518|-263.8731|0.0196|-0.0229|0.9997|0.0|-
204.2509|-263.7928|0.0196|0.0229|-0.9997|-0.0|-
200.6371|-258.8744|0.0196|-0.0229|0.9997|0.0|-
204.1362|-258.7941|0.0196|0.0229|-0.9997|-0.0|-
200.1762|-238.79|0.0196|-0.0229|0.9997|0.0|-
203.6753|-238.7097|0.0196|0.0229|-0.9997|-0.0|-
200.0615|-233.7913|0.0196|-0.0229|0.9997|0.0|-
203.5606|-233.711|0.0196|0.0229|-0.9997|-0.0|-
199.9469|-228.7926|0.0196|-0.0229|0.9997|0.0|-
203.4459|-228.7123|0.0196|0.0229|-0.9997|-0.0|-
199.8322|-223.7939|0.0196|-0.0229|0.9997|0.0|-
203.3312|-223.7137|0.0196|0.0229|-0.9997|-0.0|-
199.7175|-218.7953|0.0196|-0.0229|0.9997|0.0|-
203.2165|-218.715|0.0196|0.0229|-0.9997|-0.0|-
199.6028|-213.7966|0.0196|-0.0229|0.9997|0.0|-
203.1019|-213.7163|0.0196|0.0229|-0.9997|-0.0|-
199.4881|-208.7979|0.0196|-0.0229|0.9997|0.0|-
