feat 0 | feat 1 | feat 2 | feat 3 | feat 4 | brake | releasebrake | Q | 
50.51 | 0 | 0 | 2.3 | 1 | 1 | 0 | 0 | 
50.51 | 0 | 0 | 2.3 | 1 | 0 | 1 | 0 | 
63.51 | 0 | 0 | 3.1 | 0 | 1 | 0 | -676.58 | 
63.51 | 0 | 0 | 3.1 | 0 | 0 | 1 | -2365.6 | 
63.51 | 0 | 0 | 3.2 | 1 | 1 | 0 | 0 | 
63.51 | 0 | 0 | 3.2 | 1 | 0 | 1 | 0 | 
77.51 | 0 | 0 | 4.4 | 0 | 1 | 0 | 10013.37 | 
77.51 | 0 | 0 | 4.4 | 0 | 0 | 1 | 10010.97 | 
78.51 | 0 | 0 | 4.5 | 0 | 1 | 0 | 10011.91 | 
78.51 | 0 | 0 | 4.5 | 0 | 0 | 1 | 10009.22 | 
79.51 | 0 | 0 | 4.6 | 0 | 1 | 0 | 10009.67 | 
79.51 | 0 | 0 | 4.6 | 0 | 0 | 1 | 10007.56 | 
80.51 | 0 | 0 | 4.7 | 0 | 1 | 0 | 10007.03 | 
80.51 | 0 | 0 | 4.7 | 0 | 0 | 1 | 10004.36 | 
81.51 | 0 | 0 | 4.8 | 0 | 1 | 0 | 10003.88 | 
81.51 | 0 | 0 | 4.8 | 0 | 0 | 1 | 10001.96 | 
82.51 | 0 | 0 | 4.9 | 0 | 1 | 0 | 10000.0 | 
82.51 | 0 | 0 | 4.9 | 0 | 0 | 1 | 10000.0 | 
83.51 | 0 | 0 | 5.0 | 1 | 1 | 0 | 0 | 
83.51 | 0 | 0 | 5.0 | 1 | 0 | 1 | 0 | 
64.51 | 0 | 0 | 3.2 | 1 | 1 | 0 | 0 | 
64.51 | 0 | 0 | 3.2 | 1 | 0 | 1 | 0 | 
55.51 | 0 | 0 | 2.4 | 0 | 1 | 0 | -5955.48 | 
55.51 | 0 | 0 | 2.4 | 0 | 0 | 1 | -6976.38 | 
55.51 | 0 | 0 | 2.5 | 0 | 1 | 0 | -7507.2 | 
55.51 | 0 | 0 | 2.5 | 0 | 0 | 1 | -5070.21 | 
55.51 | 0 | 0 | 2.6 | 1 | 1 | 0 | 0 | 
55.51 | 0 | 0 | 2.6 | 1 | 0 | 1 | 0 | 
68.51 | 0 | 0 | 3.6 | 1 | 1 | 0 | 0 | 
68.51 | 0 | 0 | 3.6 | 1 | 0 | 1 | 0 | 
45.51 | 0 | 0 | 1.0 | 0 | 1 | 0 | 6238.94 | 
45.51 | 0 | 0 | 1.0 | 0 | 0 | 1 | 6783.49 | 
46.51 | 0 | 0 | 1.1 | 0 | 1 | 0 | 4400.56 | 
46.51 | 0 | 0 | 1.1 | 0 | 0 | 1 | 7680.94 | 
47.51 | 0 | 0 | 1.2 | 0 | 1 | 0 | 8425.83 | 
47.51 | 0 | 0 | 1.2 | 0 | 0 | 1 | 8437.99 | 
48.51 | 0 | 0 | 1.3 | 0 | 1 | 0 | 8326.13 | 
48.51 | 0 | 0 | 1.3 | 0 | 0 | 1 | 8338.4 | 
49.51 | 0 | 0 | 1.4 | 0 | 1 | 0 | 8222.73 | 
49.51 | 0 | 0 | 1.4 | 0 | 0 | 1 | 8233.02 | 
50.51 | 0 | 0 | 1.5 | 0 | 1 | 0 | 8121.13 | 
50.51 | 0 | 0 | 1.5 | 0 | 0 | 1 | 8115.2 | 
51.51 | 0 | 0 | 1.6 | 0 | 1 | 0 | 8008.58 | 
51.51 | 0 | 0 | 1.6 | 0 | 0 | 1 | 8010.79 | 
52.51 | 0 | 0 | 1.7 | 0 | 1 | 0 | 7923.91 | 
52.51 | 0 | 0 | 1.7 | 0 | 0 | 1 | 7923.41 | 
53.51 | 0 | 0 | 1.8 | 0 | 1 | 0 | 7885.47 | 
53.51 | 0 | 0 | 1.8 | 0 | 0 | 1 | 7882.14 | 
54.51 | 0 | 0 | 1.9 | 0 | 1 | 0 | 7887.83 | 
54.51 | 0 | 0 | 1.9 | 0 | 0 | 1 | 7831.8 | 
55.51 | 0 | 0 | 2.0 | 0 | 1 | 0 | 7892.65 | 
55.51 | 0 | 0 | 2.0 | 0 | 0 | 1 | 7763.07 | 
56.51 | 0 | 0 | 2.1 | 0 | 1 | 0 | 7901.99 | 
56.51 | 0 | 0 | 2.1 | 0 | 0 | 1 | 7684.15 | 
57.51 | 0 | 0 | 2.2 | 0 | 1 | 0 | 7916.84 | 
57.51 | 0 | 0 | 2.2 | 0 | 0 | 1 | 7670.25 | 
58.51 | 0 | 0 | 2.3 | 0 | 1 | 0 | 7507.76 | 
58.51 | 0 | 0 | 2.3 | 0 | 0 | 1 | 7887.03 | 
59.51 | 0 | 0 | 2.4 | 0 | 1 | 0 | 7710.37 | 
59.51 | 0 | 0 | 2.4 | 0 | 0 | 1 | 7374.66 | 
60.51 | 0 | 0 | 2.5 | 0 | 1 | 0 | 7368.48 | 
60.51 | 0 | 0 | 2.5 | 0 | 0 | 1 | 7211.9 | 
61.51 | 0 | 0 | 2.6 | 0 | 1 | 0 | 7124.27 | 
61.51 | 0 | 0 | 2.6 | 0 | 0 | 1 | 6819.42 | 
62.51 | 0 | 0 | 2.7 | 0 | 1 | 0 | 7080.62 | 
62.51 | 0 | 0 | 2.7 | 0 | 0 | 1 | 7242.07 | 
63.51 | 0 | 0 | 2.8 | 0 | 1 | 0 | 7510.62 | 
63.51 | 0 | 0 | 2.8 | 0 | 0 | 1 | 6046.38 | 
64.51 | 0 | 0 | 2.9 | 0 | 1 | 0 | 7390.39 | 
64.51 | 0 | 0 | 2.9 | 0 | 0 | 1 | 7523.49 | 
64.51 | 0 | 0 | 3.0 | 0 | 1 | 0 | 2963.98 | 
64.51 | 0 | 0 | 3.0 | 0 | 0 | 1 | 5831.05 | 
49.51 | 0 | 0 | 1.9 | 0 | 1 | 0 | -14642.56 | 
49.51 | 0 | 0 | 1.9 | 0 | 0 | 1 | -14684.68 | 
49.51 | 0 | 0 | 2.0 | 0 | 1 | 0 | -15254.02 | 
49.51 | 0 | 0 | 2.0 | 0 | 0 | 1 | -14830.67 | 
49.51 | 0 | 0 | 2.1 | 0 | 1 | 0 | -13911.84 | 
49.51 | 0 | 0 | 2.1 | 0 | 0 | 1 | -16297.99 | 
49.51 | 0 | 0 | 2.2 | 1 | 1 | 0 | 0 | 
49.51 | 0 | 0 | 2.2 | 1 | 0 | 1 | 0 | 
54.51 | 0 | 0 | 2.2 | 0 | 1 | 0 | -7078.79 | 
54.51 | 0 | 0 | 2.2 | 0 | 0 | 1 | -7184.05 | 
55.51 | 0 | 0 | 2.3 | 0 | 1 | 0 | -6515.86 | 
55.51 | 0 | 0 | 2.3 | 0 | 0 | 1 | -6808.93 | 
71.51 | 0 | 0 | 3.9 | 0 | 1 | 0 | -624.76 | 
71.51 | 0 | 0 | 3.9 | 0 | 0 | 1 | -787.82 | 
71.51 | 0 | 0 | 4.0 | 1 | 1 | 0 | 0 | 
71.51 | 0 | 0 | 4.0 | 1 | 0 | 1 | 0 | 
65.51 | 0 | 0 | 3.0 | 0 | 1 | 0 | 8228.98 | 
65.51 | 0 | 0 | 3.0 | 0 | 0 | 1 | 7022.64 | 
66.51 | 0 | 0 | 3.1 | 0 | 1 | 0 | 8525.99 | 
66.51 | 0 | 0 | 3.1 | 0 | 0 | 1 | 7222.68 | 
67.51 | 0 | 0 | 3.2 | 0 | 1 | 0 | 8313.61 | 
67.51 | 0 | 0 | 3.2 | 0 | 0 | 1 | 9220.97 | 
68.51 | 0 | 0 | 3.3 | 0 | 1 | 0 | 7837.67 | 
68.51 | 0 | 0 | 3.3 | 0 | 0 | 1 | 9457.7 | 
69.51 | 0 | 0 | 3.4 | 0 | 1 | 0 | 8880.35 | 
69.51 | 0 | 0 | 3.4 | 0 | 0 | 1 | 9658.04 | 
70.51 | 0 | 0 | 3.5 | 0 | 1 | 0 | 8732.45 | 
70.51 | 0 | 0 | 3.5 | 0 | 0 | 1 | 9825.94 | 
71.51 | 0 | 0 | 3.6 | 0 | 1 | 0 | 9938.06 | 
71.51 | 0 | 0 | 3.6 | 0 | 0 | 1 | 9177.03 | 
72.51 | 0 | 0 | 3.7 | 0 | 1 | 0 | 10001.07 | 
72.51 | 0 | 0 | 3.7 | 0 | 0 | 1 | 9652.51 | 
73.51 | 0 | 0 | 3.8 | 0 | 1 | 0 | 9264.03 | 
73.51 | 0 | 0 | 3.8 | 0 | 0 | 1 | 10023.65 | 
74.51 | 0 | 0 | 3.9 | 0 | 1 | 0 | 10019.73 | 
74.51 | 0 | 0 | 3.9 | 0 | 0 | 1 | 10027.02 | 
75.51 | 0 | 0 | 4.0 | 0 | 1 | 0 | 10025.43 | 
75.51 | 0 | 0 | 4.0 | 0 | 0 | 1 | 10021.37 | 
76.51 | 0 | 0 | 4.1 | 0 | 1 | 0 | 10022.29 | 
76.51 | 0 | 0 | 4.1 | 0 | 0 | 1 | 10019.55 | 
77.51 | 0 | 0 | 4.2 | 0 | 1 | 0 | 10020.65 | 
77.51 | 0 | 0 | 4.2 | 0 | 0 | 1 | 10016.87 | 
78.51 | 0 | 0 | 4.3 | 0 | 1 | 0 | 10016.16 | 
78.51 | 0 | 0 | 4.3 | 0 | 0 | 1 | 10017.8 | 
79.51 | 0 | 0 | 4.4 | 0 | 1 | 0 | 10016.36 | 
79.51 | 0 | 0 | 4.4 | 0 | 0 | 1 | 10011.95 | 
80.51 | 0 | 0 | 4.5 | 0 | 1 | 0 | 10014.02 | 
80.51 | 0 | 0 | 4.5 | 0 | 0 | 1 | 10010.91 | 
81.51 | 0 | 0 | 4.6 | 0 | 1 | 0 | 10011.05 | 
81.51 | 0 | 0 | 4.6 | 0 | 0 | 1 | 10008.43 | 
82.51 | 0 | 0 | 4.7 | 0 | 1 | 0 | 10007.64 | 
82.51 | 0 | 0 | 4.7 | 0 | 0 | 1 | 10004.91 | 
83.51 | 0 | 0 | 4.8 | 0 | 1 | 0 | 10004.18 | 
83.51 | 0 | 0 | 4.8 | 0 | 0 | 1 | 10002.26 | 
84.51 | 0 | 0 | 4.9 | 0 | 1 | 0 | 10000.0 | 
84.51 | 0 | 0 | 4.9 | 0 | 0 | 1 | 9999.74 | 
85.51 | 0 | 0 | 5.0 | 1 | 1 | 0 | 0 | 
85.51 | 0 | 0 | 5.0 | 1 | 0 | 1 | 0 | 
79.51 | 0 | 0 | 4.7 | 0 | 1 | 0 | 10006.93 | 
79.51 | 0 | 0 | 4.7 | 0 | 0 | 1 | 10005.41 | 
80.51 | 0 | 0 | 4.8 | 0 | 1 | 0 | 10004.02 | 
80.51 | 0 | 0 | 4.8 | 0 | 0 | 1 | 10002.25 | 
80.51 | 0 | 0 | 4.9 | 0 | 1 | 0 | 10000.0 | 
80.51 | 0 | 0 | 4.9 | 0 | 0 | 1 | 9999.99 | 
81.51 | 0 | 0 | 5.0 | 1 | 1 | 0 | 0 | 
81.51 | 0 | 0 | 5.0 | 1 | 0 | 1 | 0 | 
74.51 | 0 | 0 | 4.2 | 0 | 1 | 0 | -371.33 | 
74.51 | 0 | 0 | 4.2 | 0 | 0 | 1 | 2889.21 | 
75.51 | 0 | 0 | 4.3 | 0 | 1 | 0 | 2081.73 | 
75.51 | 0 | 0 | 4.3 | 0 | 0 | 1 | 2073.38 | 
75.51 | 0 | 0 | 4.4 | 0 | 1 | 0 | 817.46 | 
75.51 | 0 | 0 | 4.4 | 0 | 0 | 1 | -837.03 | 
75.51 | 0 | 0 | 4.5 | 0 | 1 | 0 | -3179.81 | 
75.51 | 0 | 0 | 4.5 | 0 | 0 | 1 | -3096.43 | 
75.51 | 0 | 0 | 4.6 | 0 | 1 | 0 | -3075.26 | 
75.51 | 0 | 0 | 4.6 | 0 | 0 | 1 | -3502.9 | 
75.51 | 0 | 0 | 4.7 | 1 | 1 | 0 | 0 | 
75.51 | 0 | 0 | 4.7 | 1 | 0 | 1 | 0 | 
70.51 | 0 | 0 | 3.6 | 0 | 1 | 0 | 7809.6 | 
70.51 | 0 | 0 | 3.6 | 0 | 0 | 1 | 6334.13 | 
70.51 | 0 | 0 | 3.8 | 1 | 1 | 0 | 0 | 
70.51 | 0 | 0 | 3.8 | 1 | 0 | 1 | 0 | 
59.51 | 0 | 0 | 2.8 | 0 | 1 | 0 | -4316.08 | 
59.51 | 0 | 0 | 2.8 | 0 | 0 | 1 | -2561.55 | 
59.51 | 0 | 0 | 2.9 | 1 | 1 | 0 | 0 | 
59.51 | 0 | 0 | 2.9 | 1 | 0 | 1 | 0 | 
76.51 | 0 | 0 | 4.5 | 0 | 1 | 0 | 9980.1 | 
76.51 | 0 | 0 | 4.5 | 0 | 0 | 1 | 10005.77 | 
76.51 | 0 | 0 | 4.6 | 0 | 1 | 0 | 10008.11 | 
76.51 | 0 | 0 | 4.6 | 0 | 0 | 1 | 9233.45 | 
76.51 | 0 | 0 | 4.7 | 0 | 1 | 0 | 9612.08 | 
76.51 | 0 | 0 | 4.7 | 0 | 0 | 1 | 10004.63 | 
76.51 | 0 | 0 | 4.8 | 0 | 1 | 0 | 10002.21 | 
76.51 | 0 | 0 | 4.8 | 0 | 0 | 1 | 9709.89 | 
76.51 | 0 | 0 | 4.9 | 0 | 1 | 0 | 9965.41 | 
76.51 | 0 | 0 | 4.9 | 0 | 0 | 1 | 10000.0 | 
76.51 | 0 | 0 | 5.0 | 1 | 1 | 0 | 0 | 
76.51 | 0 | 0 | 5.0 | 1 | 0 | 1 | 0 | 
63.51 | 0 | 0 | 2.9 | 0 | 1 | 0 | 2045.92 | 
63.51 | 0 | 0 | 2.9 | 0 | 0 | 1 | 5717.72 | 
65.51 | 0 | 0 | 3.1 | 0 | 1 | 0 | 6067.76 | 
65.51 | 0 | 0 | 3.1 | 0 | 0 | 1 | 4538.37 | 
66.51 | 0 | 0 | 3.2 | 0 | 1 | 0 | 5119.33 | 
66.51 | 0 | 0 | 3.2 | 0 | 0 | 1 | 5821.37 | 
67.51 | 0 | 0 | 3.3 | 0 | 1 | 0 | 5156.19 | 
67.51 | 0 | 0 | 3.3 | 0 | 0 | 1 | 6001.56 | 
68.51 | 0 | 0 | 3.4 | 0 | 1 | 0 | 6605.01 | 
68.51 | 0 | 0 | 3.4 | 0 | 0 | 1 | 3659.06 | 
69.51 | 0 | 0 | 3.5 | 0 | 1 | 0 | 6084.82 | 
69.51 | 0 | 0 | 3.5 | 0 | 0 | 1 | 7218.64 | 
71.51 | 0 | 0 | 3.7 | 0 | 1 | 0 | 6574.57 | 
71.51 | 0 | 0 | 3.7 | 0 | 0 | 1 | 8496.22 | 
72.51 | 0 | 0 | 3.8 | 0 | 1 | 0 | 5384.63 | 
72.51 | 0 | 0 | 3.8 | 0 | 0 | 1 | 9174.58 | 
73.51 | 0 | 0 | 3.9 | 0 | 1 | 0 | 7412.25 | 
73.51 | 0 | 0 | 3.9 | 0 | 0 | 1 | 9746.67 | 
67.51 | 0 | 0 | 3.5 | 1 | 1 | 0 | 0 | 
67.51 | 0 | 0 | 3.5 | 1 | 0 | 1 | 0 | 
74.51 | 0 | 0 | 4.0 | 0 | 1 | 0 | 9954.13 | 
74.51 | 0 | 0 | 4.0 | 0 | 0 | 1 | 10017.1 | 
75.51 | 0 | 0 | 4.1 | 0 | 1 | 0 | 10017.52 | 
75.51 | 0 | 0 | 4.1 | 0 | 0 | 1 | 9771.47 | 
76.51 | 0 | 0 | 4.2 | 0 | 1 | 0 | 10017.84 | 
76.51 | 0 | 0 | 4.2 | 0 | 0 | 1 | 10016.49 | 
77.51 | 0 | 0 | 4.3 | 0 | 1 | 0 | 10014.75 | 
77.51 | 0 | 0 | 4.3 | 0 | 0 | 1 | 10015.87 | 
78.51 | 0 | 0 | 4.4 | 0 | 1 | 0 | 10013.31 | 
78.51 | 0 | 0 | 4.4 | 0 | 0 | 1 | 10012.98 | 
79.51 | 0 | 0 | 4.5 | 0 | 1 | 0 | 10011.45 | 
79.51 | 0 | 0 | 4.5 | 0 | 0 | 1 | 10010.7 | 
80.51 | 0 | 0 | 4.6 | 0 | 1 | 0 | 10009.31 | 
80.51 | 0 | 0 | 4.6 | 0 | 0 | 1 | 10008.15 | 
81.51 | 0 | 0 | 4.7 | 0 | 1 | 0 | 10006.99 | 
81.51 | 0 | 0 | 4.7 | 0 | 0 | 1 | 10005.31 | 
82.51 | 0 | 0 | 4.8 | 0 | 1 | 0 | 10003.48 | 
82.51 | 0 | 0 | 4.8 | 0 | 0 | 1 | 10002.2 | 
83.51 | 0 | 0 | 4.9 | 0 | 1 | 0 | 10000.0 | 
83.51 | 0 | 0 | 4.9 | 0 | 0 | 1 | 10000.0 | 
84.51 | 0 | 0 | 5.0 | 1 | 1 | 0 | 0 | 
84.51 | 0 | 0 | 5.0 | 1 | 0 | 1 | 0 | 
81.51 | 0 | 0 | 4.9 | 0 | 1 | 0 | 10000.0 | 
81.51 | 0 | 0 | 4.9 | 0 | 0 | 1 | 10000.0 | 
82.51 | 0 | 0 | 5.0 | 1 | 1 | 0 | 0 | 
82.51 | 0 | 0 | 5.0 | 1 | 0 | 1 | 0 | 
44.51 | 0 | 0 | 1.5 | 0 | 1 | 0 | -22017.88 | 
44.51 | 0 | 0 | 1.5 | 0 | 0 | 1 | -21549.49 | 
44.51 | 0 | 0 | 1.6 | 0 | 1 | 0 | -21455.48 | 
44.51 | 0 | 0 | 1.6 | 0 | 0 | 1 | -21649.47 | 
44.51 | 0 | 0 | 1.7 | 0 | 1 | 0 | -21756.88 | 
44.51 | 0 | 0 | 1.7 | 0 | 0 | 1 | -21396.24 | 
44.51 | 0 | 0 | 1.8 | 0 | 1 | 0 | -21641.55 | 
44.51 | 0 | 0 | 1.8 | 0 | 0 | 1 | -21696.49 | 
44.51 | 0 | 0 | 1.9 | 0 | 1 | 0 | -22742.66 | 
44.51 | 0 | 0 | 1.9 | 0 | 0 | 1 | -23648.71 | 
44.51 | 0 | 0 | 2.0 | 1 | 1 | 0 | 0 | 
44.51 | 0 | 0 | 2.0 | 1 | 0 | 1 | 0 | 
74.51 | 0 | 0 | 4.3 | 0 | 1 | 0 | -2026.19 | 
74.51 | 0 | 0 | 4.3 | 0 | 0 | 1 | -2382.67 | 
74.51 | 0 | 0 | 4.4 | 1 | 1 | 0 | 0 | 
74.51 | 0 | 0 | 4.4 | 1 | 0 | 1 | 0 | 
80.51 | 0 | 0 | 5.0 | 1 | 1 | 0 | 0 | 
80.51 | 0 | 0 | 5.0 | 1 | 0 | 1 | 0 | 
69.51 | 0 | 0 | 3.7 | 1 | 1 | 0 | 0 | 
69.51 | 0 | 0 | 3.7 | 1 | 0 | 1 | 0 | 
48.51 | 0 | 0 | 1.2 | 0 | 1 | 0 | 1493.33 | 
48.51 | 0 | 0 | 1.2 | 0 | 0 | 1 | 56.4 | 
49.51 | 0 | 0 | 1.3 | 0 | 1 | 0 | 1870.58 | 
49.51 | 0 | 0 | 1.3 | 0 | 0 | 1 | 55.89 | 
50.51 | 0 | 0 | 1.4 | 0 | 1 | 0 | 2297.56 | 
50.51 | 0 | 0 | 1.4 | 0 | 0 | 1 | 555.1 | 
51.51 | 0 | 0 | 1.5 | 0 | 1 | 0 | 338.35 | 
51.51 | 0 | 0 | 1.5 | 0 | 0 | 1 | 2753.63 | 
52.51 | 0 | 0 | 1.6 | 0 | 1 | 0 | 3225.21 | 
52.51 | 0 | 0 | 1.6 | 0 | 0 | 1 | 623.46 | 
53.51 | 0 | 0 | 1.7 | 0 | 1 | 0 | 1081.41 | 
53.51 | 0 | 0 | 1.7 | 0 | 0 | 1 | 3702.63 | 
54.51 | 0 | 0 | 1.8 | 0 | 1 | 0 | 4077.5 | 
54.51 | 0 | 0 | 1.8 | 0 | 0 | 1 | 1614.66 | 
55.51 | 0 | 0 | 1.9 | 0 | 1 | 0 | 4581.64 | 
55.51 | 0 | 0 | 1.9 | 0 | 0 | 1 | 1589.74 | 
56.51 | 0 | 0 | 2.0 | 0 | 1 | 0 | 4927.68 | 
56.51 | 0 | 0 | 2.0 | 0 | 0 | 1 | 1528.33 | 
57.51 | 0 | 0 | 2.1 | 0 | 1 | 0 | 5190.64 | 
57.51 | 0 | 0 | 2.1 | 0 | 0 | 1 | 1400.24 | 
58.51 | 0 | 0 | 2.2 | 0 | 1 | 0 | 5399.0 | 
58.51 | 0 | 0 | 2.2 | 0 | 0 | 1 | 2308.11 | 
59.51 | 0 | 0 | 2.3 | 0 | 1 | 0 | 5609.57 | 
59.51 | 0 | 0 | 2.3 | 0 | 0 | 1 | 2733.52 | 
60.51 | 0 | 0 | 2.4 | 0 | 1 | 0 | 5865.78 | 
60.51 | 0 | 0 | 2.4 | 0 | 0 | 1 | 2106.41 | 
61.51 | 0 | 0 | 2.5 | 0 | 1 | 0 | 6163.06 | 
61.51 | 0 | 0 | 2.5 | 0 | 0 | 1 | 1259.59 | 
62.51 | 0 | 0 | 2.6 | 0 | 1 | 0 | 2986.03 | 
62.51 | 0 | 0 | 2.6 | 0 | 0 | 1 | 6435.59 | 
63.51 | 0 | 0 | 2.7 | 0 | 1 | 0 | 6610.64 | 
63.51 | 0 | 0 | 2.7 | 0 | 0 | 1 | 2094.37 | 
64.51 | 0 | 0 | 2.8 | 0 | 1 | 0 | 6688.58 | 
64.51 | 0 | 0 | 2.8 | 0 | 0 | 1 | 4993.84 | 
65.51 | 0 | 0 | 2.9 | 0 | 1 | 0 | 2708.44 | 
65.51 | 0 | 0 | 2.9 | 0 | 0 | 1 | 7019.34 | 
66.51 | 0 | 0 | 3.0 | 0 | 1 | 0 | 3218.64 | 
66.51 | 0 | 0 | 3.0 | 0 | 0 | 1 | 6944.49 | 
67.51 | 0 | 0 | 3.1 | 0 | 1 | 0 | 4430.87 | 
67.51 | 0 | 0 | 3.1 | 0 | 0 | 1 | 5119.81 | 
68.51 | 0 | 0 | 3.2 | 0 | 1 | 0 | 3554.22 | 
68.51 | 0 | 0 | 3.2 | 0 | 0 | 1 | 5493.78 | 
69.51 | 0 | 0 | 3.3 | 0 | 1 | 0 | 6126.96 | 
69.51 | 0 | 0 | 3.3 | 0 | 0 | 1 | 3658.48 | 
70.51 | 0 | 0 | 3.4 | 0 | 1 | 0 | 1288.1 | 
70.51 | 0 | 0 | 3.4 | 0 | 0 | 1 | 6632.95 | 
71.51 | 0 | 0 | 3.5 | 0 | 1 | 0 | 2842.38 | 
71.51 | 0 | 0 | 3.5 | 0 | 0 | 1 | 6803.07 | 
72.51 | 0 | 0 | 3.6 | 0 | 1 | 0 | 1313.59 | 
72.51 | 0 | 0 | 3.6 | 0 | 0 | 1 | 4624.77 | 
73.51 | 0 | 0 | 3.7 | 0 | 1 | 0 | 5856.2 | 
73.51 | 0 | 0 | 3.7 | 0 | 0 | 1 | 1353.6 | 
74.51 | 0 | 0 | 3.8 | 0 | 1 | 0 | 765.19 | 
74.51 | 0 | 0 | 3.8 | 0 | 0 | 1 | 6658.7 | 
75.51 | 0 | 0 | 3.9 | 0 | 1 | 0 | 2158.65 | 
75.51 | 0 | 0 | 3.9 | 0 | 0 | 1 | 3066.65 | 
76.51 | 0 | 0 | 4.0 | 0 | 1 | 0 | 942.87 | 
76.51 | 0 | 0 | 4.0 | 0 | 0 | 1 | 2665.53 | 
77.51 | 0 | 0 | 4.1 | 0 | 1 | 0 | 1402.84 | 
77.51 | 0 | 0 | 4.1 | 0 | 0 | 1 | 4042.4 | 
78.51 | 0 | 0 | 4.2 | 0 | 1 | 0 | 4752.76 | 
78.51 | 0 | 0 | 4.2 | 0 | 0 | 1 | 181.23 | 
79.51 | 0 | 0 | 4.3 | 0 | 1 | 0 | 627.46 | 
79.51 | 0 | 0 | 4.3 | 0 | 0 | 1 | 5263.49 | 
80.51 | 0 | 0 | 4.4 | 0 | 1 | 0 | 3428.6 | 
80.51 | 0 | 0 | 4.4 | 0 | 0 | 1 | 6772.56 | 
81.51 | 0 | 0 | 4.5 | 0 | 1 | 0 | 8468.47 | 
81.51 | 0 | 0 | 4.5 | 0 | 0 | 1 | 3281.39 | 
82.51 | 0 | 0 | 4.6 | 0 | 1 | 0 | 9374.5 | 
82.51 | 0 | 0 | 4.6 | 0 | 0 | 1 | 2561.89 | 
83.51 | 0 | 0 | 4.7 | 0 | 1 | 0 | 9812.91 | 
83.51 | 0 | 0 | 4.7 | 0 | 0 | 1 | 6475.87 | 
84.51 | 0 | 0 | 4.8 | 0 | 1 | 0 | 7905.19 | 
84.51 | 0 | 0 | 4.8 | 0 | 0 | 1 | 9972.23 | 
85.51 | 0 | 0 | 4.9 | 0 | 1 | 0 | 8427.14 | 
85.51 | 0 | 0 | 4.9 | 0 | 0 | 1 | 10000.0 | 
86.51 | 0 | 0 | 5.0 | 1 | 1 | 0 | 0 | 
86.51 | 0 | 0 | 5.0 | 1 | 0 | 1 | 0 | 
72.51 | 0 | 0 | 4.1 | 1 | 1 | 0 | 0 | 
72.51 | 0 | 0 | 4.1 | 1 | 0 | 1 | 0 | 
78.51 | 0 | 0 | 4.6 | 0 | 1 | 0 | 10005.97 | 
78.51 | 0 | 0 | 4.6 | 0 | 0 | 1 | 9976.76 | 
78.51 | 0 | 0 | 4.7 | 0 | 1 | 0 | 10001.71 | 
78.51 | 0 | 0 | 4.7 | 0 | 0 | 1 | 10003.34 | 
78.51 | 0 | 0 | 4.8 | 0 | 1 | 0 | 10001.16 | 
78.51 | 0 | 0 | 4.8 | 0 | 0 | 1 | 10000.85 | 
78.51 | 0 | 0 | 4.9 | 0 | 1 | 0 | 9999.15 | 
78.51 | 0 | 0 | 4.9 | 0 | 0 | 1 | 10000.0 | 
78.51 | 0 | 0 | 5.0 | 1 | 1 | 0 | 0 | 
78.51 | 0 | 0 | 5.0 | 1 | 0 | 1 | 0 | 
51.51 | 0 | 0 | 1.4 | 0 | 1 | 0 | 0.4 | 
51.51 | 0 | 0 | 1.4 | 0 | 0 | 1 | 0.0 | 
52.51 | 0 | 0 | 1.5 | 0 | 1 | 0 | 0.25 | 
52.51 | 0 | 0 | 1.5 | 0 | 0 | 1 | 0.5 | 
53.51 | 0 | 0 | 1.6 | 0 | 1 | 0 | 1.5 | 
53.51 | 0 | 0 | 1.6 | 0 | 0 | 1 | 0.0 | 
55.51 | 0 | 0 | 1.7 | 0 | 1 | 0 | 0 | 
55.51 | 0 | 0 | 1.7 | 0 | 0 | 1 | 0.25 | 
56.51 | 0 | 0 | 1.8 | 0 | 1 | 0 | 1.0 | 
56.51 | 0 | 0 | 1.8 | 0 | 0 | 1 | 0 | 
57.51 | 0 | 0 | 1.9 | 0 | 1 | 0 | 1.75 | 
57.51 | 0 | 0 | 1.9 | 0 | 0 | 1 | 0 | 
58.51 | 0 | 0 | 2.0 | 0 | 1 | 0 | 2.5 | 
58.51 | 0 | 0 | 2.0 | 0 | 0 | 1 | 0 | 
59.51 | 0 | 0 | 2.1 | 0 | 1 | 0 | 2.0 | 
59.51 | 0 | 0 | 2.1 | 0 | 0 | 1 | 1.25 | 
60.51 | 0 | 0 | 2.2 | 0 | 1 | 0 | 0 | 
60.51 | 0 | 0 | 2.2 | 0 | 0 | 1 | 1.5 | 
61.51 | 0 | 0 | 2.3 | 0 | 1 | 0 | 0 | 
61.51 | 0 | 0 | 2.3 | 0 | 0 | 1 | 1.25 | 
62.51 | 0 | 0 | 2.4 | 0 | 1 | 0 | 1.5 | 
62.51 | 0 | 0 | 2.4 | 0 | 0 | 1 | 0 | 
63.51 | 0 | 0 | 2.5 | 0 | 1 | 0 | 0 | 
63.51 | 0 | 0 | 2.5 | 0 | 0 | 1 | 1.25 | 
64.51 | 0 | 0 | 2.6 | 0 | 1 | 0 | 1.5 | 
64.51 | 0 | 0 | 2.6 | 0 | 0 | 1 | 0 | 
65.51 | 0 | 0 | 2.7 | 0 | 1 | 0 | 1.25 | 
65.51 | 0 | 0 | 2.7 | 0 | 0 | 1 | 1.0 | 
